"name";"chromosome";"value";"description";"seq_region_start";"seq_region_end";"seq_region_strand";"biotype";"stable_id"
"pbrm1l";"6";"pbrm1l";"polybromo 1, like [Source:ZFIN;Acc:ZDB-GENE-010501-3]";"46406565";"46431597";"1";"protein_coding";"ENSDARG00000077038"
"stau1";"6";"stau1";"staufen double-stranded RNA binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-6372]";"46431848";"46454823";"1";"protein_coding";"ENSDARG00000044182"
"rdh20";"6";"DKEY-7K24.6";"retinol dehydrogenase 20 [Source:ZFIN;Acc:ZDB-GENE-131127-122]";"46458416";"46474483";"-1";"protein_coding";"ENSDARG00000028862"
"si:dkey-7k24.5";"6";"DKEY-7K24.5";"si:dkey-7k24.5 [Source:ZFIN;Acc:ZDB-GENE-131127-626]";"46481024";"46494084";"1";"protein_coding";"ENSDARG00000079897"
"kcnb1";"6";"kcnb1";"potassium voltage-gated channel, Shab-related subfamily, member 1 [Source:ZFIN;Acc:ZDB-GENE-090831-3]";"46507609";"46565466";"-1";"protein_coding";"ENSDARG00000060095"
"ptgis";"6";"ptgisl";"prostaglandin I2 (prostacyclin) synthase [Source:ZFIN;Acc:ZDB-GENE-070116-1]";"46568119";"46589726";"-1";"protein_coding";"ENSDARG00000060094"
"oxtrl";"6";"DKEY-66F12.3";"oxytocin receptor like [Source:ZFIN;Acc:ZDB-GENE-110805-1]";"46668717";"46687079";"1";"protein_coding";"ENSDARG00000044175"
"tespa1";"6";"DKEY-66F12.2";"thymocyte expressed, positive selection associated 1 [Source:ZFIN;Acc:ZDB-GENE-120727-10]";"46697710";"46722893";"1";"protein_coding";"ENSDARG00000053311"
"tarbp2";"6";"tarbp2";"TAR (HIV) RNA binding protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-8085]";"46725540";"46735380";"-1";"protein_coding";"ENSDARG00000070471"
"zgc:66479";"6";"CH73-381B11.1";"zgc:66479 [Source:ZFIN;Acc:ZDB-GENE-031030-10]";"46736251";"46742455";"-1";"protein_coding";"ENSDARG00000008732"
"igfn1.2";"6";"ZFOS-489F5.1";"immunoglobulin like and fibronectin type III domain containing 1, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-130530-789]";"46743246";"46768040";"-1";"protein_coding";"ENSDARG00000075926"
"igfn1.4";"6";"ZFOS-489F5.2";"immunoglobulin like and fibronectin type III domain containing 1, tandem duplicate 4 [Source:ZFIN;Acc:ZDB-GENE-131125-85]";"46771654";"46790042";"-1";"protein_coding";"ENSDARG00000086028"
"igfn1.3";"6";"CH73-379I5.3";"immunoglobulin like and fibronectin type III domain containing 1, tandem duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-131122-44]";"46843592";"46875310";"-1";"protein_coding";"ENSDARG00000097613"
"igfn1.1";"6";"NULL";"immunoglobulin like and fibronectin type III domain containing 1, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050327-30]";"46878889";"46941245";"-1";"protein_coding";"ENSDARG00000005526"
"grm4";"6";"NULL";"glutamate receptor, metabotropic 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5781]";"46981486";"47246948";"-1";"protein_coding";"ENSDARG00000040156"
"si:ch211-286o17.1";"6";"CH211-286O17.1";"si:ch211-286o17.1 [Source:ZFIN;Acc:ZDB-GENE-141216-411]";"47424266";"47462413";"1";"protein_coding";"ENSDARG00000100446"
"im:7151449";"6";"NULL";"im:7151449 [Source:ZFIN;Acc:ZDB-GENE-041111-283]";"47484084";"47506351";"-1";"protein_coding";"ENSDARG00000086724"
"magi3b";"6";"CH211-1L10.1";"membrane associated guanylate kinase, WW and PDZ domain containing 3b [Source:ZFIN;Acc:ZDB-GENE-060503-301]";"47529881";"47796989";"-1";"protein_coding";"ENSDARG00000025974"
"lrig2";"6";"DKEY-42O15.2";"leucine-rich repeats and immunoglobulin-like domains 2 [Source:ZFIN;Acc:ZDB-GENE-041111-75]";"47809755";"47840465";"-1";"protein_coding";"ENSDARG00000078561"
"padi2";"6";"DKEY-166D12.1";"peptidyl arginine deiminase, type II [Source:ZFIN;Acc:ZDB-GENE-031116-67]";"47843760";"47865858";"1";"protein_coding";"ENSDARG00000044167"
"RAP1GAP";"6";"DKEY-166D12.2";"RAP1 GTPase activating protein [Source:HGNC Symbol;Acc:HGNC:9858]";"47869397";"47953829";"-1";"protein_coding";"ENSDARG00000053272"
"si:dkey-92f12.2";"6";"DKEY-92F12.2";"si:dkey-92f12.2 [Source:ZFIN;Acc:ZDB-GENE-091204-379]";"48041759";"48058745";"1";"protein_coding";"ENSDARG00000086490"
"slc2a1b";"6";"slc2a1b";"solute carrier family 2 member 1b [Source:ZFIN;Acc:ZDB-GENE-090915-1]";"48068695";"48094342";"-1";"protein_coding";"ENSDARG00000007412"
"phc2b";"6";"DKEY-166J19.3";"polyhomeotic homolog 2b (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-040426-1113]";"48154954";"48199276";"1";"protein_coding";"ENSDARG00000013224"
"cttnbp2nla";"6";"NULL";"CTTNBP2 N-terminal like a [Source:ZFIN;Acc:ZDB-GENE-140106-51]";"48206535";"48242713";"1";"protein_coding";"ENSDARG00000053179"
"wnt2ba";"6";"wnt2ba";"wingless-type MMTV integration site family, member 2Ba [Source:ZFIN;Acc:ZDB-GENE-030717-2]";"48253449";"48271687";"1";"protein_coding";"ENSDARG00000005050"
"st7l";"6";"st7l";"suppression of tumorigenicity 7 like [Source:ZFIN;Acc:ZDB-GENE-080219-43]";"48290125";"48317562";"-1";"protein_coding";"ENSDARG00000032603"
"capza1a";"6";"capza1";"capping actin protein of muscle Z-line subunit alpha 1a [Source:ZFIN;Acc:ZDB-GENE-030131-5237]";"48322250";"48347724";"-1";"protein_coding";"ENSDARG00000034240"
"mov10a";"6";"mov10a";"Mov10 RISC complex RNA helicase a [Source:ZFIN;Acc:ZDB-GENE-091230-8]";"48348415";"48376245";"1";"protein_coding";"ENSDARG00000015829"
"rhoca";"6";"rhoae";"ras homolog family member Ca [Source:ZFIN;Acc:ZDB-GENE-040426-1337]";"48382697";"48418021";"-1";"protein_coding";"ENSDARG00000021309"
"ppm1j";"6";"CH73-126M5.5";"protein phosphatase, Mg2+/Mn2+ dependent, 1J [Source:ZFIN;Acc:ZDB-GENE-091230-9]";"48425366";"48473694";"-1";"protein_coding";"ENSDARG00000074690"
"si:dkey-238f9.1";"6";"DKEY-238F9.1";"si:dkey-238f9.1 [Source:ZFIN;Acc:ZDB-GENE-091204-297]";"48618512";"48689598";"1";"protein_coding";"ENSDARG00000079446"
"si:dkeyp-6a3.1";"6";"DKEYP-6A3.1";"si:dkeyp-6a3.1 [Source:ZFIN;Acc:ZDB-GENE-131121-609]";"48720617";"48783887";"1";"protein_coding";"ENSDARG00000100281"
"slc16a1a";"6";"CH211-105J21.7";"solute carrier family 16 member 1a [Source:ZFIN;Acc:ZDB-GENE-110408-16]";"48978202";"49049019";"1";"protein_coding";"ENSDARG00000016963"
"sycp1";"6";"sycp1";"synaptonemal complex protein 1 [Source:ZFIN;Acc:ZDB-GENE-040910-6]";"49052741";"49061086";"1";"protein_coding";"ENSDARG00000003904"
"si:ch211-105j21.9";"6";"CH211-105J21.9";"si:ch211-105j21.9 [Source:ZFIN;Acc:ZDB-GENE-131127-499]";"49061077";"49063085";"-1";"protein_coding";"ENSDARG00000097845"
"slc5a8l";"6";"slc5a8l";"solute carrier family 5 member 8, like [Source:ZFIN;Acc:ZDB-GENE-061110-98]";"49063289";"49078702";"-1";"protein_coding";"ENSDARG00000003697"
"tshba";"6";"tshb";"thyroid stimulating hormone subunit beta a [Source:ZFIN;Acc:ZDB-GENE-030513-3]";"49081141";"49085296";"1";"protein_coding";"ENSDARG00000033726"
"slc25a55a";"6";"slc25a22";"solute carrier family 25 member 55a [Source:ZFIN;Acc:ZDB-GENE-040426-2745]";"49095636";"49107046";"1";"protein_coding";"ENSDARG00000020893"
"tspan2a";"6";"CH211-105J21.5";"tetraspanin 2a [Source:ZFIN;Acc:ZDB-GENE-050522-511]";"49107048";"49159207";"-1";"protein_coding";"ENSDARG00000003754"
"ngfb";"6";"ngfb";"nerve growth factor b (beta polypeptide) [Source:ZFIN;Acc:ZDB-GENE-000629-2]";"49169420";"49215827";"-1";"protein_coding";"ENSDARG00000014050"
"si:dkey-183k8.2";"6";"DKEY-183K8.2";"si:dkey-183k8.2 [Source:ZFIN;Acc:ZDB-GENE-131125-40]";"49255706";"49260454";"1";"protein_coding";"ENSDARG00000089026"
"kcna2a";"6";"NULL";"potassium voltage-gated channel, shaker-related subfamily, member 2a [Source:ZFIN;Acc:ZDB-GENE-131113-1]";"49412754";"49414235";"1";"protein_coding";"ENSDARG00000002241"
"rplp2";"6";"NULL";"ribosomal protein, large P2 [Source:ZFIN;Acc:ZDB-GENE-031018-2]";"49508805";"49510553";"-1";"protein_coding";"ENSDARG00000101406"
"rps26l";"6";"NULL";"ribosomal protein S26, like [Source:ZFIN;Acc:ZDB-GENE-040426-1706]";"49520124";"49526510";"-1";"protein_coding";"ENSDARG00000030408"
"FO704848.1";"6";"NULL";"NULL";"49529014";"49537646";"-1";"protein_coding";"ENSDARG00000109360"
"ppp4r1l";"6";"DKEYP-27C11.4";"protein phosphatase 4, regulatory subunit 1-like [Source:ZFIN;Acc:ZDB-GENE-121022-4]";"49541278";"49547680";"-1";"protein_coding";"ENSDARG00000099379"
"rab22a";"6";"rab22a";"RAB22A, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-041114-161]";"49551614";"49580086";"1";"protein_coding";"ENSDARG00000015807"
"vapb";"6";"vapb";"VAMP (vesicle-associated membrane protein)-associated protein B and C [Source:ZFIN;Acc:ZDB-GENE-030131-2348]";"49583153";"49636529";"1";"protein_coding";"ENSDARG00000070435"
"BX323459.2";"6";"NULL";"NULL";"49585461";"49655235";"-1";"protein_coding";"ENSDARG00000115555"
"BX323459.1";"6";"NULL";"NULL";"49628431";"49634787";"-1";"protein_coding";"ENSDARG00000109508"
"apcdd1l";"6";"DKEYP-27C11.3";"adenomatosis polyposis coli down-regulated 1-like [Source:ZFIN;Acc:ZDB-GENE-121022-3]";"49650170";"49673476";"-1";"protein_coding";"ENSDARG00000075557"
"stx16";"6";"stx16";"syntaxin 16 [Source:ZFIN;Acc:ZDB-GENE-060810-113]";"49722970";"49740750";"1";"protein_coding";"ENSDARG00000003307"
"npepl1";"6";"npepl";"aminopeptidase like 1 [Source:ZFIN;Acc:ZDB-GENE-050417-177]";"49742164";"49760876";"1";"protein_coding";"ENSDARG00000012871"
"si:dkey-249d8.1";"6";"DKEY-249D8.1";"si:dkey-249d8.1 [Source:ZFIN;Acc:ZDB-GENE-110411-157]";"49761229";"49769100";"-1";"protein_coding";"ENSDARG00000095783"
"ctsz";"6";"ctsz";"cathepsin Z [Source:ZFIN;Acc:ZDB-GENE-041010-139]";"49771372";"49781362";"1";"protein_coding";"ENSDARG00000043081"
"nelfcd";"6";"th1l";"negative elongation factor complex member C/D [Source:ZFIN;Acc:ZDB-GENE-040426-720]";"49781884";"49801173";"-1";"protein_coding";"ENSDARG00000021097"
"gnas";"6";"gnas";"GNAS complex locus [Source:ZFIN;Acc:ZDB-GENE-090417-2]";"49811831";"49873020";"-1";"protein_coding";"ENSDARG00000043094"
"tubb1";"6";"CH211-122I22.4";"tubulin, beta 1 class VI [Source:ZFIN;Acc:ZDB-GENE-110408-5]";"49881864";"49888418";"1";"protein_coding";"ENSDARG00000053066"
"atp5f1e";"6";"CH211-122I22.5";"ATP synthase F1 subunit epsilon [Source:ZFIN;Acc:ZDB-GENE-110411-22]";"49893488";"49902140";"-1";"protein_coding";"ENSDARG00000095897"
"chmp4ba";"6";"DKEY-16N21.4";"charged multivesicular body protein 4Ba [Source:ZFIN;Acc:ZDB-GENE-040426-906]";"49901465";"49920320";"1";"protein_coding";"ENSDARG00000016255"
"ahcy";"6";"ahcy";"adenosylhomocysteinase [Source:ZFIN;Acc:ZDB-GENE-031219-6]";"49926115";"49966288";"1";"protein_coding";"ENSDARG00000005191"
"asip1";"6";"DKEY-16N21.7";"agouti signaling protein 1 [Source:ZFIN;Acc:ZDB-GENE-060215-1]";"49975910";"49983329";"-1";"protein_coding";"ENSDARG00000077858"
"eif2s2";"6";"eif2s2";"eukaryotic translation initiation factor 2, subunit 2 beta [Source:ZFIN;Acc:ZDB-GENE-030131-3085]";"49995781";"50011926";"1";"protein_coding";"ENSDARG00000053047"
"raly";"6";"raly";"RALY heterogeneous nuclear ribonucleoprotein [Source:ZFIN;Acc:ZDB-GENE-041010-127]";"50021410";"50204262";"-1";"protein_coding";"ENSDARG00000059972"
"cyc1";"6";"cyc1";"cytochrome c-1 [Source:ZFIN;Acc:ZDB-GENE-031105-2]";"50381347";"50390089";"1";"protein_coding";"ENSDARG00000038075"
"ergic3";"6";"ergic3";"ERGIC and golgi 3 [Source:ZFIN;Acc:ZDB-GENE-040426-795]";"50393047";"50414197";"1";"protein_coding";"ENSDARG00000038074"
"romo1";"6";"DKEY-231H5.3";"reactive oxygen species modulator 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1768]";"50401620";"50404732";"-1";"protein_coding";"ENSDARG00000038076"
"mych";"6";"mych";"myelocytomatosis oncogene homolog [Source:ZFIN;Acc:ZDB-GENE-030219-51]";"50451337";"50454833";"1";"protein_coding";"ENSDARG00000077473"
"mtss1";"6";"DKEY-46L15.1";"MTSS I-BAR domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-081105-141]";"50580940";"50685862";"-1";"protein_coding";"ENSDARG00000059604"
"osgn1";"6";"CH211-242H13.3";"oxidative stress induced growth inhibitor 1 [Source:ZFIN;Acc:ZDB-GENE-040426-864]";"50695381";"50704689";"-1";"protein_coding";"ENSDARG00000052279"
"pigu";"6";"pigu";"phosphatidylinositol glycan anchor biosynthesis, class U [Source:ZFIN;Acc:ZDB-GENE-100629-1]";"50713800";"50730749";"-1";"protein_coding";"ENSDARG00000075530"
"ptprt";"6";"CH211-202O4.1";"protein tyrosine phosphatase receptor type T [Source:ZFIN;Acc:ZDB-GENE-101028-4]";"51009981";"51101834";"-1";"protein_coding";"ENSDARG00000097572"
"ptprt";"6";"ptprt";"protein tyrosine phosphatase receptor type T [Source:ZFIN;Acc:ZDB-GENE-101028-4]";"51020918";"51386696";"-1";"protein_coding";"ENSDARG00000074781"
"si:dkey-6e2.2";"6";"DKEY-6E2.2";"si:dkey-6e2.2 [Source:ZFIN;Acc:ZDB-GENE-131121-72]";"51529208";"51541488";"-1";"protein_coding";"ENSDARG00000097496"
"rbl1";"6";"rbl1";"retinoblastoma-like 1 (p107) [Source:ZFIN;Acc:ZDB-GENE-030131-8179]";"51549203";"51573975";"-1";"protein_coding";"ENSDARG00000008141"
"chd6";"6";"DKEY-6E2.3";"chromodomain helicase DNA binding protein 6 [Source:ZFIN;Acc:ZDB-GENE-130530-559]";"51575924";"51666739";"-1";"protein_coding";"ENSDARG00000017244"
"ripor3";"6";"DKEY-107I16.2";"RIPOR family member 3 [Source:ZFIN;Acc:ZDB-GENE-050220-13]";"51676227";"51763503";"1";"protein_coding";"ENSDARG00000020979"
"blcap";"6";"blcap";"bladder cancer associated protein [Source:ZFIN;Acc:ZDB-GENE-000330-7]";"51769760";"51771634";"-1";"protein_coding";"ENSDARG00000052073"
"tmem74b";"6";"DKEY-107I16.5";"transmembrane protein 74B [Source:ZFIN;Acc:ZDB-GENE-120120-1]";"51773873";"51780757";"1";"protein_coding";"ENSDARG00000078868"
"psmf1";"6";"DKEY-107I16.3";"proteasome inhibitor subunit 1 [Source:ZFIN;Acc:ZDB-GENE-040718-282]";"51796296";"51811095";"-1";"protein_coding";"ENSDARG00000022652"
"rspo4";"6";"DKEY-107I16.4";"R-spondin 4 [Source:ZFIN;Acc:ZDB-GENE-110103-2]";"51824596";"51843277";"1";"protein_coding";"ENSDARG00000038593"
"angpt4";"6";"DKEY-233K3.1";"angiopoietin 4 [Source:ZFIN;Acc:ZDB-GENE-110104-1]";"51932267";"52030817";"1";"protein_coding";"ENSDARG00000076787"
"abraa";"6";"CH211-143G21.1";"actin binding Rho activating protein a [Source:ZFIN;Acc:ZDB-GENE-120730-1]";"52064304";"52072829";"1";"protein_coding";"ENSDARG00000038583"
"rims4";"6";"CH211-215H21.2";"regulating synaptic membrane exocytosis 4 [Source:ZFIN;Acc:ZDB-GENE-110103-1]";"52081752";"52156427";"-1";"protein_coding";"ENSDARG00000059523"
"ywhaba";"6";"ywhab1";"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide a [Source:ZFIN;Acc:ZDB-GENE-030131-6583]";"52212574";"52225289";"1";"protein_coding";"ENSDARG00000013078"
"tomm34";"6";"tomm34";"translocase of outer mitochondrial membrane 34 [Source:ZFIN;Acc:ZDB-GENE-030131-2081]";"52226682";"52235118";"-1";"protein_coding";"ENSDARG00000001557"
"cox6c";"6";"CH211-239J9.2";"cytochrome c oxidase subunit 6C [Source:ZFIN;Acc:ZDB-GENE-040724-95]";"52235441";"52241529";"1";"protein_coding";"ENSDARG00000038577"
"zc3h10";"6";"zc3h10";"zinc finger CCCH-type containing 10 [Source:ZFIN;Acc:ZDB-GENE-040426-2359]";"52242139";"52256744";"1";"protein_coding";"ENSDARG00000030335"
"esyt1b";"6";"CH211-239J9.4";"extended synaptotagmin-like protein 1b [Source:ZFIN;Acc:ZDB-GENE-040724-209]";"52263236";"52336619";"1";"protein_coding";"ENSDARG00000014239"
"eif6";"6";"itgb4bp4";"eukaryotic translation initiation factor 6 [Source:ZFIN;Acc:ZDB-GENE-031118-110]";"52339548";"52348651";"-1";"protein_coding";"ENSDARG00000020232"
"si:ch211-239j9.1";"6";"CH211-239J9.1";"si:ch211-239j9.1 [Source:ZFIN;Acc:ZDB-GENE-120215-212]";"52350443";"52357145";"1";"protein_coding";"ENSDARG00000096319"
"mmp24";"6";"mmp24";"matrix metallopeptidase 24 [Source:ZFIN;Acc:ZDB-GENE-040724-262]";"52362395";"52428826";"-1";"protein_coding";"ENSDARG00000018896"
"fam83c";"6";"CH211-284A6.1";"family with sequence similarity 83 member C [Source:ZFIN;Acc:ZDB-GENE-120201-3]";"52468139";"52484566";"-1";"protein_coding";"ENSDARG00000075296"
"uqcc1";"6";"NULL";"ubiquinol-cytochrome c reductase complex assembly factor 1 [Source:ZFIN;Acc:ZDB-GENE-060929-1034]";"52521467";"52566574";"-1";"protein_coding";"ENSDARG00000068176"
"gdf5";"6";"gdf5";"growth differentiation factor 5 [Source:ZFIN;Acc:ZDB-GENE-990415-39]";"52637308";"52661824";"-1";"protein_coding";"ENSDARG00000002760"
"sdc4";"6";"sdc4";"syndecan 4 [Source:ZFIN;Acc:ZDB-GENE-061111-1]";"52663097";"52675630";"-1";"protein_coding";"ENSDARG00000059906"
"oser1";"6";"CH211-8I17.1";"oxidative stress responsive serine-rich 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1325]";"52715708";"52723901";"-1";"protein_coding";"ENSDARG00000024669"
"AL954861.2";"6";"NULL";"NULL";"52756334";"52757276";"-1";"protein_coding";"ENSDARG00000099370"
"rbpjl";"6";"rbpjl";"recombination signal binding protein for immunoglobulin kappa J region-like [Source:ZFIN;Acc:ZDB-GENE-050307-4]";"52757433";"52796212";"-1";"protein_coding";"ENSDARG00000074148"
"matn4";"6";"matn4";"matrilin 4 [Source:ZFIN;Acc:ZDB-GENE-050208-64]";"52790049";"52846194";"1";"protein_coding";"ENSDARG00000015947"
"BX957318.1";"6";"CH211-144C23.2";"NULL";"52853384";"52855784";"1";"protein_coding";"ENSDARG00000099958"
"or134-1";"6";"or134-1";"odorant receptor, family H, subfamily 134, member 1 [Source:ZFIN;Acc:ZDB-GENE-070806-22]";"52859495";"52861521";"1";"protein_coding";"ENSDARG00000070341"
"si:dkeyp-3f10.17";"6";"DKEYP-3F10.17";"si:dkeyp-3f10.17 [Source:ZFIN;Acc:ZDB-GENE-081104-467]";"52864455";"52867588";"1";"protein_coding";"ENSDARG00000087254"
"si:dkeyp-3f10.16";"6";"DKEYP-3F10.16";"si:dkeyp-3f10.16 [Source:ZFIN;Acc:ZDB-GENE-081104-466]";"52869892";"52871963";"1";"protein_coding";"ENSDARG00000094030"
"or137-3";"6";"or137-3";"odorant receptor, family H, subfamily 137, member 3 [Source:ZFIN;Acc:ZDB-GENE-070806-24]";"52873822";"52876280";"1";"protein_coding";"ENSDARG00000070344"
"or137-8";"6";"or137-8";"odorant receptor, family H, subfamily 137, member 8 [Source:ZFIN;Acc:ZDB-GENE-070806-28]";"52877147";"52879068";"1";"protein_coding";"ENSDARG00000105705"
"or137-4";"6";"or137-4";"odorant receptor, family H, subfamily 137, member 4 [Source:ZFIN;Acc:ZDB-GENE-070806-25]";"52880292";"52882674";"1";"protein_coding";"ENSDARG00000105736"
"or137-9";"6";"or137-9";"odorant receptor, family H, subfamily 137, member 9 [Source:ZFIN;Acc:ZDB-GENE-070806-29]";"52889353";"52891181";"1";"protein_coding";"ENSDARG00000105681"
"BX649282.3";"6";"or137-5";"odorant receptor, family H, subfamily 137, member 5 [Source:NCBI gene;Acc:100149850]";"52891947";"52893701";"1";"protein_coding";"ENSDARG00000105838"
"or137-7";"6";"or137-7";"odorant receptor, family H, subfamily 137, member 7 [Source:ZFIN;Acc:ZDB-GENE-070806-27]";"52895008";"52897484";"1";"protein_coding";"ENSDARG00000091877"
"or137-6";"6";"DKEYP-3F10.15";"odorant receptor, family H, subfamily 137, member 6 [Source:ZFIN;Acc:ZDB-GENE-160627-1]";"52903302";"52905209";"1";"protein_coding";"ENSDARG00000093273"
"si:dkeyp-3f10.14";"6";"DKEYP-3F10.14";"si:dkeyp-3f10.14 [Source:ZFIN;Acc:ZDB-GENE-081104-36]";"52911338";"52913806";"1";"protein_coding";"ENSDARG00000055467"
"or137-1";"6";"or137-1";"odorant receptor, family H, subfamily 137, member 1 [Source:ZFIN;Acc:ZDB-GENE-070806-30]";"52918537";"52919757";"1";"protein_coding";"ENSDARG00000105789"
"or137-2";"6";"or137-2";"odorant receptor, family H, subfamily 137, member 2 [Source:ZFIN;Acc:ZDB-GENE-070806-31]";"52924103";"52925772";"1";"protein_coding";"ENSDARG00000044704"
"si:dkeyp-3f10.11";"6";"DKEYP-3F10.13";"si:dkeyp-3f10.11 [Source:ZFIN;Acc:ZDB-GENE-081104-22]";"52927651";"52929994";"1";"protein_coding";"ENSDARG00000105787"
"si:dkeyp-3f10.12";"6";"DKEYP-3F10.12";"si:dkeyp-3f10.12 [Source:ZFIN;Acc:ZDB-GENE-081104-20]";"52931841";"52933122";"1";"protein_coding";"ENSDARG00000105791"
"BX649282.2";"6";"DKEYP-3F10.11";"si:dkeyp-3f10.11 [Source:NCBI gene;Acc:101883778]";"52938534";"52940148";"1";"protein_coding";"ENSDARG00000105815"
"or136-1";"6";"or136-1";"odorant receptor, family H, subfamily 136, member 1 [Source:ZFIN;Acc:ZDB-GENE-070806-23]";"52942895";"52945294";"1";"protein_coding";"ENSDARG00000105803"
"uba7";"6";"CH73-341P16.1";"ubiquitin-like modifier activating enzyme 7 [Source:ZFIN;Acc:ZDB-GENE-121120-4]";"52947186";"53036902";"1";"protein_coding";"ENSDARG00000061222"
"inka1b";"6";"inka1b";"inka box actin regulator 1b [Source:ZFIN;Acc:ZDB-GENE-030131-5539]";"53041180";"53048291";"-1";"protein_coding";"ENSDARG00000070404"
"gnai2b";"6";"gnai2";"guanine nucleotide binding protein (G protein), alpha inhibiting activity polypeptide 2b [Source:ZFIN;Acc:ZDB-GENE-030131-5861]";"53050166";"53144336";"-1";"protein_coding";"ENSDARG00000017294"
"slc38a3b";"6";"CH73-62L15.1";"solute carrier family 38 member 3b [Source:ZFIN;Acc:ZDB-GENE-121120-3]";"53147446";"53204808";"-1";"protein_coding";"ENSDARG00000091061"
"rbm5";"6";"rbm5";"RNA binding motif protein 5 [Source:ZFIN;Acc:ZDB-GENE-030131-3022]";"53263854";"53282595";"-1";"protein_coding";"ENSDARG00000098280"
"cysltr3";"6";"CH211-161C3.4";"cysteinyl leukotriene receptor 3 [Source:ZFIN;Acc:ZDB-GENE-131127-536]";"53288018";"53292163";"1";"protein_coding";"ENSDARG00000101769"
"gnb1b";"6";"gnb1l";"guanine nucleotide binding protein (G protein), beta polypeptide 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2855]";"53304977";"53334259";"-1";"protein_coding";"ENSDARG00000104372"
"si:ch211-161c3.5";"6";"CH211-161C3.5";"si:ch211-161c3.5 [Source:ZFIN;Acc:ZDB-GENE-131127-409]";"53349966";"53367828";"1";"protein_coding";"ENSDARG00000100263"
"si:ch211-161c3.6";"6";"CH211-161C3.6";"si:ch211-161c3.6 [Source:ZFIN;Acc:ZDB-GENE-131126-51]";"53373498";"53391727";"-1";"protein_coding";"ENSDARG00000078781"
"mst1";"6";"mst1";"macrophage stimulating 1 [Source:ZFIN;Acc:ZDB-GENE-020806-3]";"53394125";"53426773";"-1";"protein_coding";"ENSDARG00000103308"
"abhd14b";"6";"DKEY-18H3.2";"abhydrolase domain containing 14B [Source:ZFIN;Acc:ZDB-GENE-040426-1342]";"53429228";"53435711";"1";"protein_coding";"ENSDARG00000100531"
"cacna2d2a";"6";"NULL";"calcium channel, voltage-dependent, alpha 2/delta subunit 2a [Source:ZFIN;Acc:ZDB-GENE-050320-71]";"53503273";"53885514";"-1";"protein_coding";"ENSDARG00000103390"
"hyal1";"6";"CH73-216P3.1";"hyaluronidase 1 [Source:ZFIN;Acc:ZDB-GENE-060312-42]";"54063032";"54078623";"-1";"protein_coding";"ENSDARG00000059916"
"fhit";"6";"fhit";"fragile histidine triad diadenosine triphosphatase [Source:ZFIN;Acc:ZDB-GENE-040426-1703]";"54078703";"54080052";"1";"protein_coding";"ENSDARG00000078195"
